,cycle_id,sampled_at,weight,sum_sample_g,sum_sample_kg,abw,abw_round
4206,15977.0,2022-07-23,627.0,23.923444976076556,2.3923444976076556e-05,15.38,15.0
4207,15977.0,2022-06-23,4044.1,1.2363690314285007,1.2363690314285008e-06,5.1,5.0
4208,15977.0,2022-06-30,4044.1,1.9781904502856011,1.978190450285601e-06,7.87,8.0
4209,15977.0,2022-07-07,4044.1,2.7200118691427018,2.7200118691427017e-06,10.86,11.0
4210,15977.0,2022-07-17,4044.1,3.461833287999802,3.4618332879998023e-06,14.08,14.0
4211,15977.0,2022-07-23,4044.1,3.7091070942855024,3.709107094285502e-06,15.38,15.0
4212,19124.0,2022-11-29,205.0,24.390243902439025,2.4390243902439026e-05,4.9,5.0
4213,26220.0,2023-12-11,360.0,5.555555555555555,5.555555555555556e-06,1.58,2.0
4214,26220.0,2023-12-16,360.0,5.555555555555555,5.555555555555556e-06,2.35,2.0
4215,26220.0,2023-12-21,360.0,8.333333333333334,8.333333333333334e-06,3.34,3.0
4216,26220.0,2023-12-26,360.0,11.11111111111111,1.1111111111111112e-05,4.2,4.0
4217,21699.0,2023-06-20,535.23,20.5519122620182,2.0551912262018195e-05,11.2,11.0
4218,21699.0,2023-06-20,254.84,43.16433840841312,4.316433840841312e-05,11.2,11.0
4219,21699.0,2023-06-20,208.48,52.76285495011513,5.276285495011512e-05,11.2,11.0
4220,21699.0,2023-06-20,268.56,40.959189752755435,4.095918975275543e-05,11.2,11.0
4221,21699.0,2023-06-20,1252.76,8.78061240780357,8.78061240780357e-06,11.2,11.0
4222,4938.0,2020-08-16,334.0,11.976047904191617,1.1976047904191617e-05,4.3,4.0
4223,11342.0,2021-10-18,100.0,110.0,0.00010999999999999999,10.8,11.0
4224,11342.0,2021-10-25,100.0,140.0,0.00014000000000000001,13.5,14.0
4225,11342.0,2021-10-18,682.5,16.11721611721612,1.6117216117216115e-05,10.8,11.0
4226,11342.0,2021-10-25,682.5,20.512820512820515,2.0512820512820512e-05,13.5,14.0
4227,23378.0,2023-07-21,455.0,6.593406593406593,6.5934065934065935e-06,2.75,3.0
