,cul_day,quantity,weight,ekor,average_weight,sr%
1167,150.0,9.024,625.0,9,11.96,
1168,150.0,9.506,1150.0,41,11.72,
1169,150.0,9.506,350.0,12,13.91,
1170,150.0,9.506,600.0,6,13.78,
1171,150.0,9.506,625.0,9,14.11,
1172,150.0,9.506,1150.0,41,14.07,
1173,150.0,17.626,350.0,12,13.89,
1174,150.0,17.626,210.0,2,14.09,
1175,150.0,17.626,36.4,0,14.09,
1176,100.0,17.626,458.15,7,16.56,
1177,100.0,17.626,665.0,11,16.59,
1178,100.0,17.712,486.2,8,16.36,
1179,100.0,17.712,957.0,16,16.57,
1180,100.0,17.712,236.0,4,12.08,
1181,100.0,17.712,210.0,2,16.5,
1182,100.0,17.712,36.4,0,16.57,
1183,100.0,1.028,458.15,7,17.26,
1184,120.0,1.028,665.0,11,17.05,
1185,140.0,1.028,486.2,8,17.26,
1186,140.0,1.028,957.0,16,17.25,
1187,140.0,1.028,236.0,4,17.27,
1188,120.0,1.096,210.0,2,17.22,
1189,120.0,1.096,36.4,0,23.44,
1190,120.0,1.096,458.15,7,17.26,
1191,120.0,1.096,665.0,11,18.65,
1192,120.0,1.096,486.2,8,18.45,
1193,120.0,1.17,957.0,16,18.44,
1194,120.0,1.17,236.0,4,18.42,
1195,120.0,1.17,210.0,2,18.49,
1196,100.0,1.17,36.4,0,18.43,
1197,100.0,1.17,458.15,7,18.45,
1198,100.0,1.246,665.0,11,21.23,
