,cul_day,quantity,weight,ekor,average_weight,sr%
0,100.0,1.6,132.0,1,1.67,0.0022918958562522917
1,153.0,1.6,267.39,4,3.78,0.0022918958562522917
2,153.0,1.9,269.1,5,3.88,0.0022918958562522917
3,153.0,1.9,476.65,11,4.08,0.0022918958562522917
4,153.0,0.6,592.6,17,4.0,0.0022918958562522917
5,153.0,0.6,523.4,15,4.57,0.0022918958562522917
6,153.0,0.8,889.06,26,4.75,0.0022918958562522917
7,153.0,0.8,1418.2,42,4.44,0.0014361075740313453
8,153.0,1.1,267.39,4,5.26,0.0014361075740313453
9,153.0,1.1,269.1,5,4.77,0.0014361075740313453
10,153.0,1.4,476.65,11,4.41,0.0014361075740313453
11,153.0,1.4,592.6,17,4.85,0.0014361075740313453
12,153.0,2.0,523.4,15,5.78,0.0014361075740313453
13,153.0,2.0,889.06,26,5.49,0.0033509176727398063
14,153.0,2.0,1418.2,42,5.52,0.0033509176727398063
15,153.0,2.2,267.39,4,5.6,0.0033509176727398063
16,153.0,2.2,269.1,5,5.67,0.020584208561115952
17,153.0,2.2,476.65,11,5.6,0.020584208561115952
18,153.0,2.5,592.6,17,7.58,0.020584208561115952
19,153.0,2.5,523.4,15,7.59,0.0
20,153.0,2.5,889.06,26,7.37,0.0
21,153.0,4.4,1418.2,42,7.5,0.0
22,153.0,4.4,267.39,4,7.57,0.005263157894736842
23,153.0,4.4,269.1,5,7.22,0.005263157894736842
24,153.0,4.4,476.65,11,8.75,0.005263157894736842
25,153.0,5.1,592.6,17,9.26,0.005263157894736842
26,153.0,5.1,523.4,15,9.45,0.005263157894736842
27,153.0,5.1,889.06,26,9.43,0.005263157894736842
28,153.0,5.1,1418.2,42,10.0,0.005263157894736842
29,130.0,5.4,267.39,4,10.41,0.005263157894736842
30,100.0,5.4,269.1,5,10.72,0.005263157894736842
31,100.0,5.4,476.65,11,11.74,0.005263157894736842
32,120.0,5.4,592.6,17,11.9,0.0
33,120.0,5.6,523.4,15,12.0,0.0
34,120.0,5.6,889.06,26,11.63,0.0
35,120.0,5.6,1418.2,42,11.62,0.0
36,120.0,5.8,267.39,4,11.96,0.0
37,120.0,5.8,269.1,5,11.72,0.0
38,100.0,5.8,476.65,11,13.91,0.0
39,100.0,5.8,592.6,17,13.78,0.0
40,100.0,6.3,523.4,15,14.11,0.0
41,100.0,6.3,889.06,26,14.07,0.0
42,100.0,6.3,1418.2,42,13.89,0.0
43,100.0,6.5,267.39,4,14.09,0.0
44,100.0,6.5,269.1,5,14.09,0.0
45,100.0,6.5,476.65,11,16.56,0.0
46,140.0,6.5,592.6,17,16.59,0.0
47,140.0,6.0,523.4,15,16.36,0.0
48,140.0,6.0,889.06,26,16.57,0.0
49,140.0,6.0,1418.2,42,12.08,0.0
50,120.0,6.0,267.39,4,16.5,0.0
51,120.0,7.4,269.1,5,16.57,0.0
52,100.0,7.4,476.65,11,17.26,0.0061403508771929825
53,150.0,7.4,592.6,17,17.05,0.0061403508771929825
54,150.0,7.4,523.4,15,17.26,0.0061403508771929825
55,150.0,7.7,889.06,26,17.25,0.0061403508771929825
56,150.0,7.7,1418.2,42,17.27,0.0061403508771929825
57,150.0,7.7,267.39,4,17.22,0.0061403508771929825
58,150.0,8.7,269.1,5,23.44,0.0061403508771929825
59,150.0,8.7,476.65,11,17.26,0.0061403508771929825
60,150.0,8.7,592.6,17,18.65,0.0061403508771929825
61,150.0,8.7,523.4,15,18.45,0.0061403508771929825
62,150.0,8.0,889.06,26,18.44,0.0008771929824561403
63,150.0,8.0,1418.2,42,18.42,0.0008771929824561403
64,150.0,8.0,267.39,4,18.49,0.0008771929824561403
65,150.0,8.5,269.1,5,18.43,0.0008771929824561403
66,150.0,7.5,476.65,11,18.45,0.0008771929824561403
67,150.0,8.5,592.6,17,21.23,0.0008771929824561403
68,150.0,8.5,523.4,15,21.23,0.0008771929824561403
69,150.0,8.5,889.06,26,21.21,0.0008771929824561403
70,150.0,7.5,1418.2,42,21.24,0.0008771929824561403
71,150.0,9.0,267.39,4,21.14,0.0008771929824561403
72,150.0,6.5,269.1,5,21.03,0.0
73,100.0,7.0,476.65,11,23.71,0.0
74,100.0,7.0,592.6,17,20.0,0.0
75,100.0,7.0,523.4,15,23.75,0.0
76,100.0,9.2,889.06,26,23.53,0.0
77,100.0,8.5,1418.2,42,23.76,0.0
78,100.0,8.5,267.39,4,23.6,0.0
79,110.0,8.5,269.1,5,23.81,0.0
80,110.0,9.0,476.65,11,23.77,0.0
81,110.0,9.0,592.6,17,24.04,0.0
82,110.0,9.0,523.4,15,23.81,0.007017543859649122
83,110.0,9.0,889.06,26,23.7,0.007017543859649122
84,110.0,10.5,1418.2,42,23.81,0.007017543859649122
85,110.0,10.5,267.39,4,23.81,0.007017543859649122
86,120.0,10.0,269.1,5,23.73,0.007017543859649122
87,120.0,8.0,476.65,11,23.81,0.007017543859649122
88,120.0,9.0,592.6,17,3.78,0.007017543859649122
89,120.0,10.0,523.4,15,3.88,0.007017543859649122
90,120.0,10.0,889.06,26,4.08,0.007017543859649122
91,120.0,10.0,1418.2,42,4.0,0.007017543859649122
92,120.0,8.5,267.39,4,4.57,0.0
93,120.0,8.5,269.1,5,4.75,0.0
94,120.0,8.5,476.65,11,4.44,0.0
95,120.0,8.5,592.6,17,5.26,0.0
96,120.0,10.0,523.4,15,4.77,0.0
97,120.0,10.0,889.06,26,4.41,0.0
98,120.0,8.0,1418.2,42,4.85,0.0
99,120.0,8.0,877.48,10,5.78,0.0
100,120.0,7.0,500.0,9,5.49,0.0
101,100.0,7.0,200.0,2,5.52,0.0
102,100.0,7.0,500.0,9,5.6,0.0
103,100.0,5.5,200.0,2,5.67,0.0
104,100.0,10.5,248.75,3,5.6,0.0
105,100.0,10.5,393.0,5,7.58,0.0
106,100.0,10.5,480.0,7,7.59,0.0
107,120.0,8.0,540.0,8,7.37,0.0
108,120.0,8.0,888.6,13,7.5,0.0
109,120.0,8.5,114.55,1,7.57,0.0
110,56.0,8.5,248.75,3,7.22,0.0
111,100.0,10.0,393.0,5,8.75,0.0
112,100.0,10.0,480.0,7,9.26,0.0
113,140.0,10.0,540.0,8,9.45,0.0
114,140.0,10.0,888.6,13,9.43,0.0
115,140.0,9.5,114.55,1,10.0,0.0
116,140.0,10.0,248.75,3,10.41,0.0
117,120.0,10.0,393.0,5,10.72,0.0
118,120.0,10.0,480.0,7,11.74,0.0
119,120.0,10.0,540.0,8,11.9,0.0
120,120.0,10.0,888.6,13,12.0,0.0
121,120.0,10.0,114.55,1,11.63,0.0
122,120.0,10.0,248.75,3,11.62,0.0
123,120.0,10.5,393.0,5,11.96,0.0
124,120.0,11.0,480.0,7,11.72,0.0
125,120.0,11.0,540.0,8,13.91,0.0
126,120.0,11.0,888.6,13,13.78,0.0
127,120.0,11.0,114.55,1,14.11,0.0
128,120.0,11.0,248.75,3,14.07,0.0
129,100.0,11.0,393.0,5,13.89,0.0
130,120.0,11.5,480.0,7,14.09,0.0
131,100.0,11.0,540.0,8,14.09,0.0
132,100.0,11.0,888.6,13,16.56,0.0008771929824561403
133,100.0,11.0,114.55,1,16.59,0.0008771929824561403
134,100.0,11.0,248.75,3,16.36,0.0008771929824561403
135,90.0,11.0,393.0,5,16.57,0.0008771929824561403
136,100.0,5.5,480.0,7,12.08,0.0008771929824561403
137,100.0,5.6,540.0,8,16.5,0.0008771929824561403
138,100.0,5.6,888.6,13,16.57,0.0008771929824561403
139,100.0,5.6,114.55,1,17.26,0.0008771929824561403
140,120.0,6.3,400.0,6,17.05,0.0008771929824561403
141,120.0,6.3,100.0,0,17.26,0.0008771929824561403
142,120.0,6.3,200.0,0,17.25,0.0008771929824561403
143,120.0,7.4,100.0,0,17.27,0.0008771929824561403
144,120.0,7.4,200.0,0,17.22,0.0008771929824561403
145,120.0,7.4,120.0,1,23.44,0.0008771929824561403
146,90.0,7.7,7.4,0,17.26,0.0008771929824561403
147,100.0,7.7,265.9,2,18.65,0.0008771929824561403
148,100.0,7.7,271.2,2,18.45,0.0008771929824561403
149,100.0,8.0,18.9,0,18.44,0.0008771929824561403
150,100.0,8.0,7.4,0,18.42,0.0008771929824561403
151,100.0,8.0,265.9,2,18.49,0.0008771929824561403
152,120.0,7.5,271.2,2,18.43,0.0
153,120.0,7.5,18.9,0,18.45,0.0
154,100.0,8.0,7.4,0,21.23,0.0
155,100.0,8.0,265.9,2,21.23,0.0
156,120.0,8.0,271.2,2,21.21,0.0
157,120.0,8.0,18.9,0,21.24,0.0
158,120.0,10.5,7.4,0,21.14,0.0
159,120.0,10.5,265.9,2,21.03,0.0
160,120.0,10.5,271.2,2,23.71,0.0
161,100.0,10.5,18.9,0,20.0,0.0
162,110.0,10.5,231.5,3,23.75,0.0
163,110.0,10.5,214.3,3,23.53,0.0014023934181002244
164,110.0,10.5,338.56,7,23.76,0.002337322363500374
165,110.0,11.5,1789.9,43,23.6,0.0037397157816005987
166,110.0,11.5,231.5,3,23.81,0.022905759162303665
167,110.0,11.5,214.3,3,23.77,0.0044444444444444444
168,110.0,11.5,338.56,7,24.04,0.0
169,120.0,11.5,1789.9,43,23.81,0.0
170,120.0,11.0,231.5,3,23.7,0.0
171,100.0,11.0,214.3,3,23.81,0.0
172,100.0,11.0,338.56,7,23.81,0.0
173,120.0,11.0,1789.9,43,23.73,0.0
174,120.0,10.0,231.5,3,23.81,0.0
175,120.0,10.0,214.3,3,3.78,0.0
176,120.0,5.5,338.56,7,3.88,0.0
177,120.0,5.5,1789.9,43,4.08,0.002173913043478261
178,120.0,5.5,459.68,7,4.0,0.002173913043478261
179,150.0,5.0,5.0,0,4.57,0.002173913043478261
180,150.0,5.0,459.68,7,4.75,0.002173913043478261
181,150.0,5.0,5.0,0,4.44,0.002173913043478261
182,150.0,5.0,1300.21,10,5.26,0.002173913043478261
183,100.0,2.5,177.0,3,4.77,0.002173913043478261
184,120.0,2.5,174.0,3,4.41,0.002173913043478261
185,120.0,2.5,203.5,4,4.85,0.002173913043478261
186,100.0,2.5,680.0,19,5.78,0.008695652173913044
187,100.0,5.5,1883.74,53,5.49,0.008695652173913044
188,100.0,5.5,177.0,3,5.52,0.008695652173913044
189,130.0,5.5,174.0,3,5.6,0.008695652173913044
190,130.0,5.5,203.5,4,5.67,0.008695652173913044
191,120.0,4.0,680.0,19,5.6,0.008695652173913044
192,120.0,4.0,1883.74,53,7.58,0.008695652173913044
193,120.0,4.0,177.0,3,7.59,0.008695652173913044
194,120.0,4.0,174.0,3,7.37,0.008695652173913044
195,140.0,4.0,203.5,4,7.5,0.0
196,140.0,4.0,680.0,19,7.57,0.0
197,140.0,4.0,1883.74,53,7.22,0.0
198,140.0,4.0,177.0,3,8.75,0.0
199,140.0,4.0,174.0,3,9.26,0.0
200,100.0,4.0,203.5,4,9.45,0.0
201,100.0,4.0,680.0,19,9.43,0.0
202,100.0,4.0,1883.74,53,10.0,0.0
203,100.0,4.0,177.0,3,10.41,0.0
204,100.0,4.0,174.0,3,10.72,0.0
205,75.0,4.0,203.5,4,11.74,0.0
206,100.0,4.0,680.0,19,11.9,0.0
207,100.0,4.0,1883.74,53,12.0,0.0
208,100.0,4.0,177.0,3,11.63,0.0
209,100.0,4.0,174.0,3,11.62,0.0
210,100.0,4.0,203.5,4,11.96,0.0
211,100.0,4.0,680.0,19,11.72,0.0
212,120.0,4.0,1883.74,53,13.91,0.0
213,100.0,4.0,177.0,3,13.78,0.007817385866166354
214,100.0,4.0,174.0,3,14.11,0.0003443526170798898
215,120.0,4.0,203.5,4,14.07,0.0013774104683195593
216,120.0,4.0,680.0,19,13.89,0.0024104683195592287
217,120.0,4.0,1883.74,53,14.09,0.0024104683195592287
218,120.0,4.0,177.0,3,14.09,0.01997245179063361
219,120.0,4.0,174.0,3,16.56,0.0
220,120.0,4.0,203.5,4,16.59,0.0037229458181080363
221,120.0,4.0,680.0,19,16.36,0.018428581799634778
222,120.0,4.0,1883.74,53,16.57,0.0
223,120.0,4.0,177.0,3,12.08,0.0023472174803687265
224,100.0,11.0,174.0,3,16.5,0.0023472174803687265
225,100.0,11.0,203.5,4,16.57,0.0023472174803687265
226,100.0,10.0,680.0,19,17.26,0.0023472174803687265
227,100.0,10.0,1883.74,53,17.05,0.0023472174803687265
228,100.0,11.0,177.0,3,17.26,0.0023472174803687265
229,100.0,11.0,174.0,3,17.25,0.0023472174803687265
230,100.0,10.0,203.5,4,17.27,0.0028131109725393483
231,100.0,10.0,680.0,19,17.22,0.004688518287565581
232,100.0,10.0,1883.74,53,23.44,0.004219666458809023
233,100.0,10.0,250.0,2,17.26,0.039383553615550876
234,100.0,10.0,753.4,7,18.65,0.0
235,100.0,10.0,15.0,0,18.45,0.0
236,100.0,2.0,893.58,15,18.44,0.0
237,100.0,2.0,1700.7,43,18.42,0.0
238,100.0,2.0,92.4,2,18.49,0.0
239,100.0,2.0,753.4,7,18.43,0.0
240,100.0,2.25,15.0,0,18.45,0.0
241,100.0,2.25,893.58,15,21.23,0.0
242,120.0,2.25,1700.7,43,21.23,0.0
243,120.0,2.25,92.4,2,21.21,0.0
244,120.0,2.4,753.4,7,21.24,0.0
245,120.0,2.4,15.0,0,21.14,0.0
246,120.0,2.4,893.58,15,21.03,0.0
247,120.0,2.4,1700.7,43,23.71,0.0
248,120.0,2.1,92.4,2,20.0,0.0
249,120.0,2.1,753.4,7,23.75,0.0
250,120.0,2.1,15.0,0,23.53,0.0
251,120.0,2.1,893.58,15,23.76,0.0
252,120.0,2.8,1700.7,43,23.6,0.0
253,120.0,2.8,92.4,2,23.81,0.0
254,100.0,2.8,753.4,7,23.77,0.02564102564102564
255,100.0,2.8,15.0,0,24.04,0.02564102564102564
256,120.0,3.3,893.58,15,23.81,0.02564102564102564
257,120.0,3.3,1700.7,43,23.7,0.02564102564102564
258,120.0,3.3,92.4,2,23.81,0.02564102564102564
259,120.0,3.3,100.0,0,23.81,0.02564102564102564
260,120.0,3.5,150.0,1,23.73,0.02564102564102564
261,120.0,3.5,150.0,1,23.81,0.02564102564102564
262,120.0,3.5,150.0,2,3.78,0.02564102564102564
263,120.0,3.5,150.0,3,3.88,0.02564102564102564
264,120.0,3.8,150.0,4,4.08,0.0015300947784422762
265,120.0,3.8,750.0,22,4.0,0.0015300947784422762
266,120.0,3.8,100.0,0,4.57,0.0015300947784422762
267,120.0,3.8,150.0,1,4.75,0.0015300947784422762
268,120.0,4.0,150.0,1,4.44,0.0015300947784422762
269,120.0,4.0,150.0,2,5.26,0.0015300947784422762
270,130.0,4.0,150.0,3,4.77,0.002105098548684915
271,120.0,4.0,150.0,4,4.41,0.002105098548684915
272,120.0,4.2,750.0,22,4.85,0.002105098548684915
273,120.0,4.2,100.0,0,5.78,0.002105098548684915
274,120.0,4.2,150.0,1,5.49,0.002105098548684915
275,120.0,4.2,150.0,1,5.52,0.002105098548684915
276,120.0,8.0,150.0,2,5.6,0.002105098548684915
277,120.0,8.0,150.0,3,5.67,0.0
278,120.0,8.0,150.0,4,5.6,0.0
279,130.0,8.0,750.0,22,7.58,0.0
280,130.0,8.0,100.0,0,7.59,0.0
281,130.0,8.0,150.0,1,7.37,0.0
282,130.0,8.0,150.0,1,7.5,0.0029079347847158947
283,100.0,8.0,150.0,2,7.57,0.004846557974526491
284,100.0,7.0,150.0,3,7.22,0.004846557974526491
285,100.0,7.0,150.0,4,8.75,0.03586452901149604
286,100.0,7.0,750.0,22,9.26,0.006
287,100.0,7.0,100.0,0,9.45,0.012
288,100.0,6.0,150.0,1,9.43,0.001167160764723733
289,100.0,6.0,150.0,1,10.0,0.001167160764723733
290,100.0,6.0,150.0,2,10.41,0.001167160764723733
291,100.0,6.0,150.0,3,10.72,0.002334321529447466
292,140.0,5.0,150.0,4,11.74,0.002334321529447466
293,140.0,5.0,750.0,22,11.9,0.002334321529447466
294,100.0,5.0,100.0,0,12.0,0.003112428705929955
295,110.0,5.0,150.0,1,11.63,0.003112428705929955
296,110.0,5.0,150.0,1,11.62,0.003112428705929955
297,110.0,5.0,150.0,2,11.96,0.02412132247095715
298,100.0,5.0,150.0,3,11.72,0.02412132247095715
299,100.0,5.0,150.0,4,13.91,0.02412132247095715
300,100.0,1.028,750.0,22,13.78,0.0023529411764705885
301,100.0,1.028,100.0,0,14.11,0.0023529411764705885
302,100.0,1.028,150.0,1,14.07,0.0023529411764705885
303,100.0,1.028,150.0,1,13.89,0.001335612779143071
304,100.0,1.028,150.0,2,14.09,0.002226021298571785
305,100.0,1.096,150.0,3,14.09,0.002671225558286142
306,100.0,1.096,150.0,4,16.56,0.026712255582861416
307,100.0,1.096,750.0,22,16.59,0.0017543859649122805
308,100.0,1.096,30.0,0,16.36,0.0017543859649122805
309,120.0,1.096,378.5,6,16.57,0.0017543859649122805
310,120.0,1.17,10.0,0,12.08,0.0017543859649122805
311,120.0,1.17,43.6,0,16.5,0.0
312,120.0,1.17,327.4,7,16.57,0.0
313,120.0,1.17,73.05,1,17.26,0.0
314,60.0,1.17,19.0,0,17.05,0.0
315,100.0,1.246,340.0,8,17.26,0.0
316,100.0,1.246,1.0,0,17.25,0.0
317,122.0,1.246,1.0,0,17.27,0.0
318,122.0,1.246,7.0,0,17.22,0.0
319,122.0,1.246,25.0,0,23.44,0.0
320,122.0,1.328,76.0,1,17.26,0.0
321,122.0,1.328,76.0,1,18.65,0.0
322,120.0,1.328,1.0,0,18.45,0.0
323,120.0,1.328,378.5,6,18.44,0.0017217630853994489
324,100.0,1.328,10.0,0,18.42,0.0
325,100.0,1.416,43.6,0,18.49,0.002066115702479339
326,100.0,1.416,327.4,7,18.43,0.0
327,100.0,1.416,73.05,1,18.45,0.0027548209366391185
328,100.0,1.416,19.0,0,21.23,0.0
329,120.0,1.416,340.0,8,21.23,0.00037450518502428666
330,120.0,1.51,1.0,0,21.21,0.0011235155550728601
331,130.0,1.51,1.0,0,21.24,0.0014980207400971466
332,130.0,1.51,7.0,0,21.14,0.0022470311101457203
333,130.0,1.51,25.0,0,21.03,0.018350754066190047
334,130.0,1.51,76.0,1,23.71,0.001
335,120.0,1.61,76.0,1,20.0,0.001
336,120.0,1.61,1.0,0,23.75,0.001
337,100.0,1.61,378.5,6,23.53,0.002
338,120.0,1.61,10.0,0,23.76,0.002
339,120.0,1.61,43.6,0,23.6,0.002
340,120.0,1.716,327.4,7,23.81,0.004
341,120.0,1.716,73.05,1,23.77,0.004
342,120.0,1.716,19.0,0,24.04,0.004
343,120.0,1.716,340.0,8,23.81,0.026
344,120.0,1.716,1.0,0,23.7,0.026
345,120.0,1.83,1.0,0,23.81,0.026
346,120.0,1.83,7.0,0,23.81,0.003508771929824561
347,120.0,1.83,25.0,0,23.73,0.003508771929824561
348,120.0,1.83,76.0,1,23.81,0.003508771929824561
349,120.0,1.83,76.0,1,3.78,0.003508771929824561
350,120.0,1.952,1.0,0,3.88,0.0
351,100.0,1.952,378.5,6,4.08,0.0
352,100.0,1.952,10.0,0,4.0,0.0
353,100.0,1.952,43.6,0,4.57,0.0
354,100.0,1.952,327.4,7,4.75,0.0
355,120.0,2.08,73.05,1,4.44,0.0
356,120.0,2.08,19.0,0,5.26,0.0
357,100.0,2.08,340.0,8,4.77,0.0
358,100.0,2.08,1.0,0,4.41,0.0015384615384615385
359,100.0,2.08,1.0,0,4.85,0.0015384615384615385
360,100.0,2.218,7.0,0,5.78,0.0015384615384615385
361,100.0,2.218,25.0,0,5.49,0.0015384615384615385
362,100.0,2.218,76.0,1,5.52,0.0015384615384615385
363,100.0,2.218,76.0,1,5.6,0.0015384615384615385
364,100.0,2.218,1.0,0,5.67,0.0
365,100.0,2.364,378.5,6,5.6,0.0
366,100.0,2.364,10.0,0,7.58,0.0
367,120.0,2.364,43.6,0,7.59,0.0
368,120.0,2.364,327.4,7,7.37,0.0
369,100.0,2.364,73.05,1,7.5,0.0
370,121.0,3.3,19.0,0,7.57,0.0023076923076923075
371,121.0,2.522,340.0,8,7.22,0.0023076923076923075
372,121.0,2.65,1.0,0,8.75,0.0023076923076923075
373,121.0,2.98,1.0,0,9.26,0.0023076923076923075
374,121.0,2.75,7.0,0,9.45,0.0023076923076923075
375,121.0,3.56,25.0,0,9.43,0.0023076923076923075
376,121.0,4.01,76.0,1,10.0,0.003076923076923077
377,130.0,3.11,76.0,1,10.41,0.003076923076923077
378,130.0,3.11,1.0,0,10.72,0.003076923076923077
379,148.0,3.0,378.5,6,11.74,0.003076923076923077
380,148.0,3.78,10.0,0,11.9,0.003076923076923077
381,148.0,4.25,43.6,0,12.0,0.003076923076923077
382,148.0,3.32,327.4,7,11.63,0.0015384615384615385
383,100.0,3.35,73.05,1,11.62,0.0015384615384615385
384,100.0,3.2,19.0,0,11.96,0.0015384615384615385
385,100.0,3.99,340.0,8,11.72,0.0015384615384615385
386,100.0,4.57,1.0,0,13.91,0.0015384615384615385
387,100.0,3.22,1.0,0,13.78,0.0015384615384615385
388,120.0,3.53,7.0,0,14.11,0.026153846153846156
389,120.0,3.34,25.0,0,14.07,0.026153846153846156
390,120.0,4.3,76.0,1,13.89,0.026153846153846156
391,120.0,5.05,76.0,1,14.09,0.026153846153846156
392,90.0,3.88,1.0,0,14.09,0.026153846153846156
393,120.0,3.84,378.5,6,16.56,0.026153846153846156
394,120.0,3.72,10.0,0,16.59,0.0
395,120.0,5.22,43.6,0,16.36,0.001768033946251768
396,120.0,4.02,327.4,7,16.57,0.001768033946251768
397,155.0,4.17,73.05,1,12.08,0.001768033946251768
398,155.0,3.77,19.0,0,16.5,0.001768033946251768
399,155.0,3.52,340.0,8,16.57,0.001768033946251768
400,155.0,3.75,1.0,0,17.26,0.001768033946251768
401,120.0,4.54,1.0,0,17.05,0.001768033946251768
402,120.0,4.54,7.0,0,17.26,0.0022918958562522917
403,120.0,3.55,25.0,0,17.25,0.0022918958562522917
404,120.0,3.702,76.0,1,17.27,0.0022918958562522917
405,90.0,3.36,76.0,1,17.22,0.0022918958562522917
406,120.0,3.702,1.0,0,23.44,0.0022918958562522917
407,100.0,4.86,378.5,6,17.26,0.0022918958562522917
408,100.0,5.84,10.0,0,18.65,0.0022918958562522917
409,100.0,4.59,43.6,0,18.45,0.0022918958562522917
410,100.0,4.63,327.4,7,18.44,0.0027272727272727275
411,130.0,4.31,73.05,1,18.42,0.0027272727272727275
412,130.0,5.23,19.0,0,18.49,0.0027272727272727275
413,100.0,6.33,340.0,8,18.43,0.0027272727272727275
414,100.0,4.91,1.0,0,18.45,0.0027272727272727275
415,100.0,4.98,1.0,0,21.23,0.0027272727272727275
416,100.0,4.68,7.0,0,21.23,0.0027272727272727275
417,100.0,5.82,25.0,0,21.21,0.0018181818181818182
418,100.0,6.83,76.0,1,21.24,0.0018181818181818182
419,120.0,5.23,76.0,1,21.14,0.0018181818181818182
420,100.0,5.22,1.0,0,21.03,0.0018181818181818182
421,100.0,5.66,378.5,6,23.71,0.0018181818181818182
422,100.0,5.85,10.0,0,20.0,0.0018181818181818182
423,100.0,7.09,43.6,0,23.75,0.0018181818181818182
424,100.0,5.55,327.4,7,23.53,0.004545454545454545
425,100.0,5.78,73.05,1,23.76,0.004545454545454545
426,135.0,5.26,19.0,0,23.6,0.004545454545454545
427,135.0,6.75,340.0,8,23.81,0.004545454545454545
428,135.0,7.67,1.0,0,23.77,0.004545454545454545
429,135.0,5.93,1.0,0,24.04,0.004545454545454545
430,135.0,6.04,7.0,0,23.81,0.004545454545454545
431,120.0,5.64,25.0,0,23.7,0.004545454545454545
432,120.0,7.12,76.0,1,23.81,0.004545454545454545
433,120.0,8.37,76.0,1,23.81,0.004545454545454545
434,100.0,6.31,1.0,0,23.73,0.004545454545454545
435,120.0,6.38,378.5,6,23.81,0.004545454545454545
436,120.0,5.93,10.0,0,3.78,0.004545454545454545
437,100.0,7.63,43.6,0,3.88,0.004545454545454545
438,100.0,8.64,327.4,7,4.08,0.025454545454545455
439,100.0,6.71,73.05,1,4.0,0.025454545454545455
440,100.0,6.79,19.0,0,4.57,0.025454545454545455
441,120.0,6.37,340.0,8,4.75,0.025454545454545455
442,120.0,8.02,1.0,0,4.44,0.025454545454545455
443,120.0,9.32,1.0,0,5.26,0.025454545454545455
444,120.0,7.2,7.0,0,4.77,0.025454545454545455
445,90.0,7.35,25.0,0,4.41,0.0019373086907667867
446,90.0,6.82,76.0,1,4.85,0.0019373086907667867
447,90.0,4.4,76.0,1,5.78,0.001162385214460072
448,90.0,54.0,1.0,0,5.49,0.001162385214460072
449,100.0,4.2,378.5,6,5.52,0.0019373086907667867
450,100.0,4.33,10.0,0,5.6,0.0019373086907667867
451,100.0,7.34,43.6,0,5.67,0.0034871556433802163
452,100.0,3.634,327.4,7,5.6,0.0034871556433802163
453,100.0,3.634,73.05,1,7.58,0.001162385214460072
454,100.0,3.634,19.0,0,7.59,0.001162385214460072
455,100.0,3.634,340.0,8,7.37,0.0
456,100.0,3.634,1.0,0,7.5,0.0
457,100.0,3.822,1.0,0,7.57,0.0026666666666666666
458,100.0,3.822,7.0,0,7.22,0.006666666666666667
459,100.0,3.822,25.0,0,8.75,0.0
460,120.0,3.822,76.0,1,9.26,0.018666666666666665
461,120.0,3.822,76.0,1,9.45,0.014666666666666666
462,120.0,4.096,1.0,0,9.43,0.002028660921498937
463,110.0,4.096,378.5,6,10.0,0.002028660921498937
464,110.0,4.096,10.0,0,10.41,0.002028660921498937
465,110.0,4.096,43.6,0,10.72,0.002028660921498937
466,110.0,4.096,327.4,7,11.74,0.002028660921498937
467,110.0,4.306,73.05,1,11.9,0.002028660921498937
468,110.0,4.306,19.0,0,12.0,0.009000000000000001
469,120.0,4.306,340.0,8,11.63,0.009000000000000001
470,120.0,4.306,1.0,0,11.62,0.009000000000000001
471,120.0,4.306,1.0,0,11.96,0.009510470163061334
472,130.0,5.294,7.0,0,11.72,0.009510470163061334
473,60.0,5.294,25.0,0,13.91,0.009510470163061334
474,60.0,5.294,76.0,1,13.78,0.0029037849021333745
475,100.0,5.294,76.0,1,14.11,0.006170542917033421
476,120.0,5.294,1.0,0,14.07,0.004355677353200062
477,120.0,5.628,378.5,6,13.89,0.021233927096850302
478,120.0,5.628,10.0,0,14.09,0.0
479,100.0,5.628,43.6,0,14.09,0.0
480,100.0,5.628,327.4,7,16.56,0.002181120223346711
481,100.0,5.628,73.05,1,16.59,0.002181120223346711
482,100.0,5.958,19.0,0,16.36,0.002181120223346711
483,100.0,5.958,340.0,8,16.57,0.002181120223346711
484,120.0,5.958,1.0,0,12.08,0.002181120223346711
485,100.0,5.958,1.0,0,16.5,0.002181120223346711
486,100.0,6.332,7.0,0,16.57,0.002181120223346711
487,100.0,6.332,25.0,0,17.26,0.001
488,120.0,6.332,76.0,1,17.05,0.001
489,100.0,6.332,76.0,1,17.26,0.001
490,100.0,6.332,1.0,0,17.25,0.001
491,100.0,4.556,378.5,6,17.27,0.003
492,100.0,4.556,10.0,0,17.22,0.003
493,100.0,4.556,43.6,0,23.44,0.003
494,100.0,4.556,327.4,7,17.26,0.003
495,100.0,4.556,73.05,1,18.65,0.003
496,100.0,6.662,19.0,0,18.45,0.003
497,100.0,6.662,340.0,8,18.44,0.003
498,100.0,6.662,1.0,0,18.42,0.003
499,60.0,6.662,1.0,0,18.49,0.023
500,100.0,6.662,7.0,0,18.43,0.023
501,130.0,8.89,25.0,0,18.45,0.023
502,100.0,10.99,76.0,1,21.23,0.023
503,100.0,8.5,76.0,1,21.23,0.0018181818181818182
504,100.0,8.51,1.0,0,21.21,0.0018181818181818182
505,100.0,9.03,150.0,2,21.24,0.0018181818181818182
506,100.0,5.958,615.88,7,21.14,0.0018181818181818182
507,100.0,7.324,51.04,0,21.03,0.0018181818181818182
508,220.0,7.324,1413.94,19,23.71,0.004090909090909091
509,220.0,7.324,263.8,2,20.0,0.004090909090909091
